company_file;inn_file;industry_file;inn_smi_publications;inn_company_main_cards;open_orgs_checker;ОГРН;ИНН;КПП;ОКПО;Полное наименование;Прежние наименования;Другие наименования;На английском;Адрес;Телефон;Web;ОКОПФ;Отрасль;Руководитель;E-mail;Соцсети;Управляющая компания;Бенефициар
«Татэнерго»;1657036630;электроэнергетика;1657036630;1657036630;1.0;1021603139690;1657036630;165501001;05376170;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАТЭНЕРГО""";ГЕНЕРИРУЮЩАЯ КОМПАНИЯ, ОАО;"АО ""ТАТЭНЕРГО""";"AO ""TATENERGO""";420107, Татарстан Респ, г.о. город Казань, г Казань, ул Марселя Салимжанова, д. 1На карте ;+7 (495) 2379906 ;www.tatenergo.ru/   · 3 домена;Непубличные акционерные общества;Производство электроэнергии;Хазиев Раузил Магсумянович · генеральный директор;11@kts.tatenergo.ru  ;;;
«Щёкиноазот»;7118004789;химическая и нефтехимическая промышленность;7118004789;7118004789;1.0;1027100507015;7118004789;711801001;05761695;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЩЕКИНОАЗОТ""";ЩЁКИНОАЗОТ, АО ;"АО ""ЩЕКИНОАЗОТ""";SHCHEKINOAZOT JSC;301212, Тульская обл., Щекинский район, рабочий пос. Первомайский, ул. Симферопольская, д. 19На карте ;+7 (3512) 221850 ·  Открытые данные ;www.n-azot.ru   · 2 домена;Непубличные акционерные общества;Производство прочих основных неорганических химических веществ;Сурба Анатолий Константинович · генеральный директор;ao@azot.net  ;;;
«Евразия», буровая компания;8608049090;сервисные компании;8608049090;8608049090;1.0;1028601443034;8608049090;773401001;39355854;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БУРОВАЯ КОМПАНИЯ ""ЕВРАЗИЯ""";БУРОВАЯ КОМПАНИЯ ЕВРАЗИЯ, ОБЩЕСТВО С ОГАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ;"ООО ""БКЕ""";OOO BUROVAYA KOMPANIYA EURASIA;123298, г. Москва, ул. Народного Ополчения, д. 40 к. 2На карте ;+7 (495) 2290070 ;www.bke.ru   · 7 доменов;Общества с ограниченной ответственностью;Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата;;podolsky@bke.ru  ;;;
«Нижфарм»;5260900010;фармацевтическая промышленность;5260900010;5260900010;1.0;1025203731937;5260900010;526201001;00480081;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИЖЕГОРОДСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД""";НИЖЕГОРОДСКИЙ ХИМИКО-ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД, ОАО;"АО ""НИЖФАРМ""";"AO ""NIZHFARM""";603105, Нижегородская обл., г. Нижний Новгород, ул. Салганская, д. 7На карте ;+7 (831) 2788020 ;stada.ru   · 567 доменов;Непубличные акционерные общества;Производство лекарственных препаратов и материалов, применяемых в медицинских целях и ветеринарии;Позднякова Оксана Федоровна · генеральный директор;med@nizhpharm.ru  ;;;
«Купишуз» (онлайн-ритейлер Lamoda.ru);7705935687;розничная торговля;7705935687;7705935687;1.0;5107746007628;7705935687;773101001;69597891;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУПИШУЗ""";;"ООО ""КУПИШУЗ""";KUPISHOES OOO;121614, г. Москва, вн.тер.г. муниципальный округ Крылатское, ул Крылатская, д. 15На карте ;+7 (495) 3636393 ;ru.store.fifa.com   · 96 доменов;Общества с ограниченной ответственностью;Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет;Гришаков Максим Петрович · генеральный директор;awesome.skidki@yandex.ru  ;;;
«Тамань», морской терминал;2352044518;транспорт и логистика;2352044518;2352044518;1.0;1092352000344;2352044518;235201001;61951181;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОРСКОЙ ТЕРМИНАЛ ""ТАМАНЬ""";;"ООО ""МОРСКОЙ ТЕРМИНАЛ ""ТАМАНЬ""";SEA TERMINAL TAMAN LLC;353535, Краснодарский край, м.р-н Темрюкский, с.п. Таманское, п Волна, тер. Морской порт Тамань, д. 2, офис 1На карте ;+7 (86148) 60527 ;www.mttaman.ru  ;Общества с ограниченной ответственностью;Транспортная обработка грузов;Шульгин Олег Юрьевич · генеральный директор;e.tsybisova@efko.ru  ;;;
«Борисхоф 1»;7713628217;розничная торговля;7713628217;7713628217;1.0;1077758798633;7713628217;771601001;82448902;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОРИСХОФ 1""";;"ООО ""БОРИСХОФ 1""";"L.L.C. ""BORISHOF 1""";129337, г. Москва, шоссе Ярославское, д. 36На карте ;+7 (495) 7852244 ;inchcape.ru  ;Общества с ограниченной ответственностью;Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах;;gosuslugi@inchcape.ru  ;;БОРИСХОФ ХОЛДИНГ, ООО;
«Русский уголь»;7705880068;угольная промышленность;7705880068;7705880068;1.0;1097746061390;7705880068;770701001;78465421;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ УГОЛЬ""";РУССКИЙ УГОЛЬ, ОАО ;"АО ""РУССКИЙ УГОЛЬ""";"OJSC ""RUSSIAN COAL""";107031, г. Москва, ул. Петровка, д. 10 4 этаж , ком. 1-13 · Торгово-офисный центр «Петровский Пассаж»На карте ;+7 (416) 2222601 ;www.ruscoal.ru   · 4 домена;Непубличные акционерные общества;Торговля оптовая твердым топливом;Коротин Владимир Юрьевич · генеральный директор;reception@ruscoal.ru  ;;;
«Дипос», производственно-коммерческая фирма;7726044240;оптовая торговля;7726044240;7726044240;1.0;1027739142012;7726044240;771001001;17209498;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ""ДИПОС""";;"ООО ""ПКФ ДИПОС""";D&POS COMPANY LIMITED;125009, г. Москва, ул. Тверская, д. 12 стр. 8 пом. V этаж ЦОК ком. 21На карте ;+7 (495) 6506053 ;www.dipos.ru   · 4 домена;Общества с ограниченной ответственностью;Производство строительных металлических конструкций, изделий и их частей;Посунько Сергей Николаевич · генеральный директор;info@dipos-kuban.ru  ;;;Посунько Сергей Николаевич
«Стройтрансгаз трубопроводстрой»;7703813034;инжиниринг, промышленно-инфраструктурное строительство;7703813034;7703813034;1.0;1147746725774;7703813034;773101001;18501978;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙТРАНСГАЗ ТРУБОПРОВОДСТРОЙ""";ТРУБОПРОВОДСТРОЙ, ООО;"ООО ""СТРОЙТРАНСГАЗ ТРУБОПРОВОДСТРОЙ""";"OOO ""STROITRANSGAZ TRUBOPROVODSTROI""";121357, г. Москва, ул. Верейская, д. 29 стр. 134 этаж 5 ком. 1 · Бизнес-центр «Vereyskaya Plaza 3»На карте ;+7 (495) 6479118 ;;Общества с ограниченной ответственностью;Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения;Васильченко Егор Иванович · директор;info@tps.stg.ru  ;;;
«Евротранс»;5029169023;розничная торговля;5029169023;5029169023;1.0;1125029011117;5029169023;502901001;18198528;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕВРОТРАНС""";ЕВРОТРАНС, АО;"ПАО ""ЕВРОТРАНС""";"PJSC ""EVROTRANS""";141044, Московская обл., г. Мытищи, д. Афанасово, ул. Березовая Роща, владение 2На карте ;+7 (926) 1789457 ;eurotransgk.ru   · 6 доменов;Публичные акционерные общества;Торговля розничная моторным топливом в специализированных магазинах;Алексеенков Олег Олегович · генеральный директор;ekuznecova@trassagk.ru  ;;;
«Брянская мясная компания»;3252005997;агропромышленный комплекс;3252005997;3252005997;1.0;1083252000501;3252005997;325201001;86034066;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРЯНСКАЯ МЯСНАЯ КОМПАНИЯ""";БРЯНСКАЯ ЗЕРНОВАЯ КОМПАНИЯ, ООО;"ООО ""БРЯНСКАЯ МЯСНАЯ КОМПАНИЯ""";"OOO ""BRYANSKAYA MYASNAYA KOMPANIYA""";242221, Брянская обл., Трубчевский район, пос. Прогресс, ул. Белгородская, д. 2На карте ;+7 (483) 2303737 ;zakupkaskota.ru   · 1 домен;Общества с ограниченной ответственностью;Смешанное сельское хозяйство;Андриянова Анна Андреевна, Шлимович Евгений Леонидович;a.raevsky@agrohold.ru  ;;;
